Timestamp,Which age group do you belong to?,Gender,"How do you purchase electronic items such as mobile phones, laptops, watches, and TVs?",What factors influence your decision to purchase electronic items from e-commerce websites or offline stores? (Select all that apply),How satisfied are you with the pricing of electronic items on e-commerce websites compared to offline stores?,Which channel do you find more convenient for purchasing electronic items?,How would you rate the overall shopping experience when purchasing electronic items from e-commerce websites compared to offline stores?,How frequently do you purchase electronic gadgets online?,What type of electronic gadgets do you typically purchase online? (Select all that apply),How would you rate your overall satisfaction with the variety of electronic gadgets available on e-commerce website?,What factors influence your decision to purchase electronic gadgets online? (Select all that apply),How likely are you to recommend e-commerce website to others for purchasing electronic gadgets?,What improvements or additions would you like to see in the range of electronic gadgets offered on e-commerce website?,"On a scale of 1 to 10, how satisfied are you with the user experience (navigation, search functionality, checkout process, etc.) when browsing electronic gadgets on website?
 (1 being the lowest/worst score).
",How important are customer reviews and ratings in influencing your decision to purchase electronic gadgets online?,How often do you rely on comparison tools or features to compare different electronic gadgets before making a purchase decision?,Which payment method do you prefer when purchasing electronic gadgets online?,Which e-commerce website do you prefer the most for purchasing electronic gadgets?,During which occasions or festivals do you prefer to purchase electronic items from e-commerce websites or offline stores? (Select all that apply)
06/04/2024 18:53:57,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores",Trust in the brand or seller,Much Lower on E-commerce Websites,E-commerce Websites,About the Same,Frequently,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Product reviews and ratings, Brand reputation, Product specifications and features",Very Likely,Ntg,8,Moderately Important,Rarely,UPI (Unified Payments Interface),Flipkart,Diwali
06/04/2024 18:54:12,18-24 years,Male,Equally from e-commerce websites and offline stores,"Price competitiveness, Trust in the brand or seller, Customer service and support",Slightly Lower on E-commerce Websites,E-commerce Websites,About the Same,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Neutral,"Price competitiveness, Product reviews and ratings, Brand reputation, Discounts and promotions, Fast and reliable delivery",Slightly Likely,Best approach,7,Very Important,Rarely,Credit/Debit Card,Amazon India,"Diwali, Christmas, Independence Day, Dussehra"
06/04/2024 18:55:52,18-24 years,Male,Exclusively from e-commerce websites,"Price competitiveness, Convenience of shopping from home, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,Slightly Better on E-commerce Websites,Rarely,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Neutral,"Price competitiveness, Product reviews and ratings, Discounts and promotions",Neutral,Nothing ,4,Somewhat Important,Rarely,Credit/Debit Card,Amazon India,"Diwali, Republic Day, Dussehra"
06/04/2024 18:57:22,18-24 years,Female,Exclusively from e-commerce websites,"Price competitiveness, Product assortment and availability, Convenience of shopping from home, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",About the Same,Both Equally Convenient,About the Same,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Refrigerator, washing machine ",Satisfied,"Product reviews and ratings, Brand reputation, Product specifications and features, Easy returns and refunds, Payment options",Likely,More variety and availability of products,8,Very Important,Always,Credit/Debit Card,Amazon India,Birthday 
06/04/2024 18:57:33,18-24 years,Male,Equally from e-commerce websites and offline stores,"Price competitiveness, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",About the Same,Both Equally Convenient,Much Better in Offline Stores,Occasionally,"Smartphones, Laptops, Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Brand reputation, Discounts and promotions, Fast and reliable delivery",Neutral,None,7,Extremely Important,Occasionally,Credit/Debit Card,Amazon India,"Independence Day, Republic Day"
06/04/2024 18:57:43,18-24 years,Female,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Product assortment and availability, Ability to physically inspect and test the product",Slightly Higher in Offline Stores,Offline Stores,About the Same,Occasionally,"Smartphones, Laptops, Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Easy returns and refunds",Neutral,More number of varieties ,8,Moderately Important,Frequently,Net Banking,Amazon India,"Diwali, New Year, Independence Day, Republic Day, Dussehra"
06/04/2024 18:58:42,18-24 years,Male,Exclusively from offline stores,Ability to physically inspect and test the product,About the Same,Offline Stores,Slightly Better in Offline Stores,Rarely,"Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Neutral,Fast and reliable delivery,Likely,True specs,6,Very Important,Frequently,Cash on Delivery,Amazon India,Christmas
06/04/2024 18:58:57,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Product assortment and availability, Convenience of shopping from home, Ability to physically inspect and test the product, Trust in the brand or seller",Slightly Lower on E-commerce Websites,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), ",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Discounts and promotions, Easy returns and refunds",Slightly Likely,Warranty ,8,Very Important,Frequently,"Mobile Wallets (e.g., Paytm, PhonePe)",Amazon India,"Diwali, Independence Day"
06/04/2024 19:01:01,18-24 years,Female,Exclusively from e-commerce websites,"Product assortment and availability, Convenience of shopping from home, Immediate availability of the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Much Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Tablets, Audio/Visual equipment (headphones, speakers, TVs)",Very Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds, Payment options",Likely,"More reviews are likely to help me decide on which brand product to buy. I actually wanted to buy ear buds but because of not enough reviews on products I ended up not buying at all. so I guess more and honest, genuine reviews are likely to make more customers buy",9,Extremely Important,Always,UPI (Unified Payments Interface),Amazon and Flipkart both,"Diwali, Christmas, New Year, Independence Day, Republic Day"
06/04/2024 19:01:09,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Trust in the brand or seller, Customer service and support, Discounts and promotions",Much Lower on E-commerce Websites,E-commerce Websites,Slightly Better in Offline Stores,Occasionally,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs), Gaming consoles",Satisfied,"Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery",Likely,The quality is often over exaggerated so maybe that.,7,Moderately Important,Occasionally,Net Banking,Flipkart,"Diwali, Christmas, Dussehra"
06/04/2024 19:02:07,18-24 years,Male,Exclusively from offline stores,Ability to physically inspect and test the product,About the Same,Offline Stores,Much Better in Offline Stores,Never,Nothing ,Very Satisfied,I won't purchase ,Not Likely at All,Don't want. Offline is king,8,Extremely Important,Always,I don't buy online ,Nothing ,I will never purchase electronics online 
06/04/2024 19:02:48,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Ability to physically inspect and test the product, Trust in the brand or seller",About the Same,E-commerce Websites,Slightly Better on E-commerce Websites,Frequently,"Smartphones, Laptops, Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Product reviews and ratings, Product specifications and features, Easy returns and refunds",Likely,Less reused products,8,Moderately Important,Frequently,Credit/Debit Card,Amazon India,Not really
06/04/2024 19:03:56,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Ability to physically inspect and test the product, Immediate availability of the product, Trust in the brand or seller, Customer service and support",Slightly Lower on E-commerce Websites,Offline Stores,Slightly Better in Offline Stores,Rarely,Smartphones,Neutral,"Product reviews and ratings, Brand reputation, Product specifications and features",Neutral,"Nothing, because I rarely buy items in e-commerce websites",7,Moderately Important,Occasionally,"Cash on delivery, I couldn't select it, so I typed it",Flipkart,"Diwali, Republic Day"
06/04/2024 19:08:18,18-24 years,Male,Equally from e-commerce websites and offline stores,"Price competitiveness, Ability to physically inspect and test the product, Trust in the brand or seller, Customer service and support, Discounts and promotions",Slightly Higher in Offline Stores,Both Equally Convenient,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions",Slightly Likely,      ,8,Very Important,Frequently,Credit/Debit Card,Flipkart,"Diwali, New Year, Dussehra"
06/04/2024 19:19:34,18-24 years,Male,"Mostly from offline stores, occasionally from e-commerce websites","Price competitiveness, Ability to physically inspect and test the product, Customer service and support, Discounts and promotions",Slightly Lower on E-commerce Websites,Offline Stores,Slightly Better in Offline Stores,Frequently,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Price competitiveness, Product reviews and ratings, Product specifications and features, Discounts and promotions, Easy returns and refunds",Neutral,N/A,8,Very Important,Always,Credit/Debit Card,Amazon India,"Diwali, Christmas, Independence Day, Republic Day, Dussehra"
06/04/2024 19:19:34,18-24 years,Male,Exclusively from e-commerce websites,"Price competitiveness, Trust in the brand or seller, Discounts and promotions",Slightly Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers)",Satisfied,"Price competitiveness, Product reviews and ratings, Brand reputation, Discounts and promotions",Likely,Detailing of the product more clearly ,7,Very Important,Occasionally,Net Banking,Amazon India,"Diwali, Dussehra"
06/04/2024 19:19:38,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Product assortment and availability, Trust in the brand or seller, Discounts and promotions",About the Same,E-commerce Websites,Slightly Better on E-commerce Websites,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers)",Neutral,"Product reviews and ratings, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Likely,How many times that particular object has been returned or exchanged by user,6,Somewhat Important,Occasionally,UPI (Unified Payments Interface),Amazon India,"Christmas, New Year"
06/04/2024 19:19:38,18-24 years,Female,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Trust in the brand or seller, Discounts and promotions",About the Same,Both Equally Convenient,About the Same,Occasionally,"Smartphones, Laptops, Wearable devices (smartwatches, fitness trackers), Smart home devices (smart speakers, smart bulbs), Audio/Visual equipment (headphones, speakers, TVs)",Satisfied,"Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery",Neutral,Ntg,7,Moderately Important,Frequently,Net Banking,Amazon India,"Diwali, New Year, Independence Day, Dussehra"
06/04/2024 19:20:03,18-24 years,Male,"Mostly from e-commerce websites, occasionally from offline stores","Price competitiveness, Convenience of shopping from home, Immediate availability of the product, Trust in the brand or seller, Discounts and promotions",Much Lower on E-commerce Websites,E-commerce Websites,Much Better on E-commerce Websites,Frequently,"Smartphones, Laptops, Tablets, Wearable devices (smartwatches, fitness trackers), Audio/Visual equipment (headphones, speakers, TVs)",Very Satisfied,"Price competitiveness, Brand reputation, Product specifications and features, Discounts and promotions, Fast and reliable delivery, Easy returns and refunds",Very Likely,Much more brand ranges and competitive pricing.,9,Extremely Important,Frequently,Credit/Debit Card,Amazon India,"Diwali, New Year"
